CODMEC,CODEOL,ANO,TIPOESC,NOME,DEP,DEPADM,SITUAÇÃO,MAIS EDUCAÇÃO,Qtde_Docentes,NUM_FUNC,MERENDA,SETEDU,DISTRITO,SUBPREF,CORED,ZONA,DTURNOS - EMEF,T2D3D - EMEF,DTURNOS-EMEI,T2D3D - EMEI,CL_CRECHE,CL_PRE,AL_CRECHE,AL_PRE,0,1,2,MENOR3,3,4,5,6,6fund,0A3,0A4,4A6,5A6,>6,TotalEdInf,CLEM1S,CLEM2S,CLEM3S,CLEM4S,CLEMMU,ALEM1S,ALEM2S,ALEM3S,ALEM4S,ALEMMU,CLEM,ALEM,CLEF1S,CLEF2S,CLEF3S,CLEF4S,CLEF5S,CLEF6S,CLEF7S,CLEF8S,CLEFMU,ALEF1S,ALEF2S,ALEF3S,ALEF4S,ALEF5S,ALEF6S,ALEF7S,ALEF8S,ALEFMU,ALEFAC,CLEF1A4,CLEF5A8,CLEF1A8,ALEF1A4,ALEF5A8,ALEF1A8,CLE9F1S,CLE9F2S,CLE9F3S,CLE9F4S,CLE9F5S,CLE9F6S,CLE9F7S,CLE9F8S,CLE9F9S,CLE9FMU,ALE9F1S,ALE9F2S,ALE9F3S,ALE9F4S,ALE9F5S,ALE9F6S,ALE9F7S,ALE9F8S,ALE9F9S,ALE9FMU,ALE9FAC,CLE9F1A5,CLE9F6A9,ALE9F1A5,ALE9F6A9,CLE9F1A9,ALE9F1A9,CLFUNDI,ALFUNDI,CLFUNDII,ALFUNDII,CLFUND,ALFUND,TEG,TIPOENSEJA,CLEJA1A4,CLEJA5A8,CLEJAMED,ALEJA1A4,ALEJA5A8,ALEJAMED,TOTALEJA,ALES1A4_SEMI,ALES5A8_SEMI,ALESMED_SEMI,ALES1A8_EXAME,ALESMED_EXAME,ALEDPROF,EE_VIS_MED,EE_BVIS_MED,EE_INTELECTUAL_MED,EE_AUD_MED,EE_BAUD_MED,EE_Surdo_Cegueira_MED,EE_FIS_MED,EE_MEN_MED,EE_Transtornos_MED,EE_Down_MED,EE_MUL_MED,EE_SUP_MED,EE_Autismo_MED,EE_Asperger_MED,EE_Ret_MED,EE_TDI_MED,EE_CON_MED,EE_OUT_MED,TOT_EE_MED,EE_VIS_CRE,EE_BVIS_CRE,EE_INTELECTUAL_CRE,EE_AUD_CRE,EE_BAUD_CRE,EE_Surdo_Cegueira_CRE,EE_FIS_CRE,EE_MEN_CRE,EE_Transtornos_CRE,EE_Down_CRE,EE_MUL_CRE,EE_SUP_CRE,EE_Autismo_CRE,EE_Asperger_CRE,EE_Ret_CRE,EE_TDI_CRE,EE_CON_CRE,EE_OUT_CRE,TOT_EE_CRE,EE_VIS_FUND,EE_BVIS_FUND,EE_INTELECTUAL_FUND,EE_AUD_FUND,EE_BAUD_FUND,EE_Surdo_Cegueira_FUND,EE_FIS_FUND,EE_MEN_FUND,EE_Transtornos_FUND,EE_Down_FUND,EE_MUL_FUND,EE_SUP_FUND,EE_Autismo_FUND,EE_Asperger_FUND,EE_Ret_FUND,EE_TDI_FUND,EE_CON_FUND,EE_OUT_FUND,TOT_EE_FUND,EE_VIS_EJA,EE_BVIS_EJA,EE_INTELECTUAL_EJA,EE_AUD_EJA,EE_BAUD_EJA,EE_Surdo_Cegueira_EJA,EE_FIS_EJA,EE_MEN_EJA,EE_Transtornos_EJA,EE_Down_EJA,EE_MUL_EJA,EE_SUP_EJA,EE_Autismo_EJA,EE_Asperger_EJA,EE_Ret_EJA,EE_TDI_EJA,EE_CON_EJA,EE_OUT_EJA,TOT_EE_EJA,EE_VIS_EP,EE_BVIS_EP,EE_INTELECTUAL_EP,EE_AUD_EP,EE_BAUD_EP,EE_Surdo_Cegueira_EP,EE_FIS_EP,EE_MEN_EP,EE_Transtornos_EP,EE_Down_EP,EE_MUL_EP,EE_SUP_EP,EE_Autismo_EP,EE_Asperger_EP,EE_Ret_EP,EE_TDI_EP,EE_CON_EP,EE_OUT_EP,TOT_EE_EP,EE_VIS_PRE,EE_BVIS_PRE,EE_AUD_PRE,EE_BAUD_PRE,EE_INTELECTUAL_PRE,EE_Surdo_Cegueira_PRE,EE_FIS_PRE,EE_MEN_PRE,EE_Transtornos_PRE,EE_Down_PRE,EE_MUL_PRE,EE_SUP_PRE,EE_Autismo_PRE,EE_Asperger_PRE,EE_Ret_PRE,EE_TDI_PRE,EE_CON_PRE,EE_OUT_PRE,TOT_EE_PRE,TOT_EE,TIPO_EE,EE_Creche,EE_Pre,EE_Fund,EE_Med,EE_EJA,EE_EP,ALEDESP,TOTAL_ALUNOS
35070178,94668.0,2012,EMEFM,EMEFM DERVILLE ALLEGRETTI PROF,Municipal,PÃºblica,,,86.0,146.0,s,7001.0,SANTANA,SANTANA/TUCURUVI,JACANA/TREMEMBE,NORTE,MTN,2D,,,,,,,,,,,,,,,18.0,,,,,,,10.0,9.0,7.0,1.0,0.0,305.0,275.0,226.0,25.0,0.0,27.0,831.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,4.0,,0.0,0.0,0.0,65.0,96.0,99.0,88.0,126.0,,,2.0,13.0,15.0,65.0,409.0,474.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,56.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,178.0,0.0,6.0,178.0,8.0,243.0,13.0,409.0,21.0,652.0,2.0,,,,,,,,,,,,,,568.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,ClasseComum,,,,,,,,2051
35207676,17442.0,2012,EMEFM,EMEFM ANTONIO SAMPAIO VER,Municipal,PÃºblica,,,45.0,82.0,s,7001.0,SANTANA,SANTANA/TUCURUVI,JACANA/TREMEMBE,NORTE,MT,2D,,,,,,,,,,,,,,,12.0,,,,,,,4.0,2.0,2.0,0.0,0.0,106.0,69.0,55.0,0.0,0.0,8.0,230.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,,0.0,0.0,0.0,48.0,56.0,64.0,85.0,75.0,,,2.0,10.0,12.0,48.0,280.0,328.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,42.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,131.0,0.0,6.0,131.0,8.0,179.0,10.0,280.0,18.0,459.0,19.0,,,,,,,,,,,,,,,,,,40.0,,,2.0,2.0,,,,,1.0,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,ClasseComum,,,,,,,,689
35054082,93181.0,2012,EMEFM,EMEFM LINNEU PRESTES PROF,Municipal,PÃºblica,,,55.0,103.0,s,7102.0,SANTO AMARO,SANTO AMARO,SANTO AMARO,SUL,MTN,2D,,,,,,,,,,,,,,,5.0,,,,,,,3.0,1.0,1.0,0.0,0.0,107.0,33.0,24.0,0.0,0.0,5.0,164.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,5.0,,0.0,0.0,0.0,50.0,67.0,103.0,108.0,146.0,,,2.0,16.0,18.0,50.0,424.0,474.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,98.0,0.0,4.0,98.0,6.0,148.0,16.0,424.0,22.0,572.0,0.0,,2.0,10.0,0.0,67.0,368.0,0.0,435.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,4.0,,,,,,,,3.0,,,11.0,,,,,1.0,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,ClasseComum,,,,,,,,1171
35207755,18210.0,2012,EMEFM,EMEFM DARCY RIBEIRO,Municipal,PÃºblica,,,57.0,102.0,s,7405.0,SAO MIGUEL,SAO MIGUEL,SAO MIGUEL,LESTE,MTN,2D,,,,,,,,,,,,,,,25.0,,,,,,,4.0,3.0,3.0,0.0,0.0,125.0,112.0,85.0,0.0,0.0,10.0,322.0,0.0,0.0,0.0,4.0,2.0,3.0,3.0,5.0,,0.0,0.0,0.0,111.0,63.0,105.0,100.0,173.0,,,4.0,13.0,17.0,111.0,441.0,552.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,90.0,65.0,27.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,0.0,263.0,0.0,9.0,263.0,13.0,374.0,13.0,441.0,26.0,815.0,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,2.0,2.0,,,1.0,,2.0,,,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,ClasseComum,,,,,,,,1137
35803259,,2012,ESC.PART.,TALES DE MILETO COLEGIO,privada,particular,,,10.0,15.0,,8002.0,CAMPO LIMPO,CAMPO LIMPO,,SUL,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,6.0,4.0,14.0,0.0,0.0,3.0,24.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,7.0,,,0.0,1.0,0.0,7.0,,,0.0,0.0,1.0,7.0,1.0,7.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,ClasseComum,,,,,,,,31
35101722,,2012,ESC.PART.,NOSSA SENHORA MENINA EXTERNATO,privada,particular,,,38.0,79.0,,101.0,AGUA RASA,MOOCA,PENHA,LESTE,,,,,3.0,4.0,39.0,54.0,,,4.0,4.0,20.0,26.0,24.0,19.0,26.0,24.0,50.0,69.0,43.0,0.0,93.0,1.0,1.0,1.0,0.0,0.0,38.0,34.0,36.0,0.0,0.0,3.0,108.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,28.0,36.0,41.0,47.0,35.0,40.0,44.0,56.0,54.0,,,10.0,8.0,187.0,194.0,,,10.0,187.0,8.0,194.0,18.0,381.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582
35419588,,2012,ESC.PART.,SESI 434 CENTRO EDUCACIONAL,privada,particular,,,30.0,55.0,,8002.0,AGUA RASA,MOOCA,PENHA,LESTE,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,2.0,2.0,0.0,0.0,60.0,60.0,54.0,0.0,0.0,6.0,174.0,,,,,,,2.0,2.0,,,,,,,,64.0,58.0,,,0.0,4.0,4.0,0.0,122.0,122.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,,,,30.0,64.0,61.0,87.0,63.0,61.0,67.0,,,,,10.0,4.0,305.0,128.0,,,10.0,305.0,8.0,250.0,18.0,555.0,0.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,6.0,,6.0,8.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,ClasseComum,,,,,,,,729
35120030,,2012,ESC.PART.,OURO PRETO COLEGIO,privada,particular,,,26.0,59.0,,101.0,AGUA RASA,MOOCA,PENHA,LESTE,,,,,2.0,2.0,10.0,18.0,,,3.0,3.0,3.0,8.0,7.0,7.0,13.0,6.0,14.0,22.0,14.0,0.0,28.0,1.0,2.0,2.0,0.0,0.0,24.0,49.0,37.0,0.0,0.0,5.0,110.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,18.0,22.0,23.0,18.0,20.0,19.0,20.0,39.0,30.0,,,6.0,5.0,101.0,108.0,,,6.0,101.0,5.0,108.0,11.0,209.0,0.0,,,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,ClasseComum,,,,,,,,347
35101151,,2012,ESC.PART.,NOSSA SENHORA DE LOURDES COLEGIO,privada,particular,,,45.0,70.0,,102.0,AGUA RASA,MOOCA,PENHA,LESTE,,,,,2.0,4.0,14.0,34.0,,,,0.0,8.0,10.0,18.0,12.0,18.0,8.0,18.0,40.0,30.0,0.0,48.0,3.0,4.0,3.0,0.0,0.0,80.0,76.0,75.0,0.0,0.0,10.0,231.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,,32.0,45.0,54.0,24.0,59.0,70.0,85.0,80.0,95.0,,,10.0,13.0,214.0,330.0,,,10.0,214.0,13.0,330.0,23.0,544.0,0.0,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,ClasseComum,,,,,,,,886
35104875,,2012,ESC.PART.,RAINHA DA PAZ COLEGIO EIFM,privada,particular,,,68.0,152.0,,202.0,ALTO DE PINHEIROS,PINHEIROS,BUTANTA,OESTE,,,,,,5.0,,85.0,,,,0.0,,14.0,46.0,25.0,41.0,0.0,14.0,85.0,71.0,0.0,85.0,3.0,3.0,3.0,0.0,0.0,79.0,79.0,64.0,0.0,0.0,9.0,222.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,,76.0,70.0,71.0,92.0,87.0,93.0,79.0,94.0,92.0,,,18.0,15.0,396.0,358.0,,,18.0,396.0,15.0,358.0,33.0,754.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,ClasseComum,,,,,,,,1061
35104887,,2012,ESC.PART.,HUGO SARMENTO COLEGIO EFM,privada,particular,,,32.0,50.0,,202.0,ALTO DE PINHEIROS,PINHEIROS,BUTANTA,OESTE,,,,,3.0,1.0,31.0,18.0,,,3.0,3.0,9.0,13.0,16.0,8.0,13.0,12.0,25.0,37.0,24.0,0.0,49.0,1.0,1.0,1.0,0.0,0.0,20.0,13.0,12.0,0.0,0.0,3.0,45.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,20.0,24.0,13.0,31.0,20.0,21.0,22.0,15.0,40.0,,,5.0,5.0,108.0,98.0,,,5.0,108.0,5.0,98.0,10.0,206.0,0.0,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ClasseComum,,,,,,,,300
35104917,,2012,ESC.PART.,SANTA CLARA COLEGIO,privada,particular,,,65.0,132.0,,202.0,ALTO DE PINHEIROS,PINHEIROS,BUTANTA,OESTE,,,,,,5.0,,126.0,,,,0.0,,21.0,63.0,42.0,70.0,0.0,21.0,126.0,105.0,0.0,126.0,2.0,2.0,2.0,0.0,0.0,72.0,58.0,49.0,0.0,0.0,6.0,179.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,119.0,128.0,131.0,124.0,118.0,114.0,114.0,97.0,109.0,,,20.0,15.0,620.0,434.0,,,20.0,620.0,15.0,434.0,35.0,1054.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359
35104620,,2012,ESC.PART.,SANTA CRUZ COLEGIO,privada,particular,,,181.0,499.0,,203.0,ALTO DE PINHEIROS,PINHEIROS,BUTANTA,OESTE,,,,,,12.0,,287.0,,,,0.0,,,141.0,142.0,,0.0,0.0,283.0,283.0,4.0,287.0,6.0,6.0,6.0,0.0,0.0,252.0,245.0,231.0,0.0,0.0,18.0,728.0,,,,,,,6.0,6.0,,,,,,,,193.0,205.0,,,0.0,12.0,12.0,0.0,398.0,398.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,167.0,168.0,171.0,161.0,169.0,202.0,165.0,,,,,30.0,12.0,836.0,367.0,,,30.0,836.0,24.0,765.0,54.0,1601.0,0.0,,6.0,6.0,,84.0,170.0,155.0,409.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,ClasseComum,,,,,,,,3025
35809305,,2012,ESC.PART.,CONQUISTA COLEGIO,privada,particular,,,34.0,63.0,,404.0,ARICANDUVA,ARICANDUVA/FORMOSA/CARRAO,ITAQUERA,LESTE,,,,,,7.0,,72.0,,,,0.0,,16.0,38.0,18.0,29.0,0.0,16.0,72.0,56.0,0.0,72.0,1.0,1.0,1.0,0.0,0.0,29.0,20.0,22.0,0.0,0.0,3.0,71.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,51.0,50.0,43.0,36.0,30.0,24.0,28.0,44.0,34.0,,,12.0,7.0,210.0,130.0,,,12.0,210.0,7.0,130.0,19.0,340.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483
35063332,,2012,ESC.PART.,LICEU JOSE DE ALENCAR,privada,particular,,,22.0,39.0,,404.0,ARICANDUVA,ARICANDUVA/FORMOSA/CARRAO,ITAQUERA,LESTE,,,,,1.0,3.0,6.0,42.0,,,,0.0,4.0,13.0,22.0,8.0,28.0,4.0,17.0,43.0,30.0,1.0,48.0,1.0,1.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,2.0,29.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,34.0,42.0,40.0,41.0,35.0,39.0,38.0,39.0,27.0,,,11.0,8.0,192.0,143.0,,,11.0,192.0,8.0,143.0,19.0,335.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,4.0,ClasseComum,,,,,,,,412
35449748,,2012,ESC.PART.,COSTA AGUIAR COLEGIO,privada,particular,,,30.0,55.0,,402.0,ARICANDUVA,ARICANDUVA/FORMOSA/CARRAO,ITAQUERA,LESTE,,,,,5.0,4.0,85.0,83.0,1.0,15.0,24.0,40.0,27.0,39.0,42.0,20.0,29.0,67.0,106.0,101.0,62.0,0.0,168.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,31.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,,45.0,53.0,54.0,40.0,49.0,63.0,64.0,38.0,31.0,,,12.0,7.0,241.0,196.0,,,12.0,241.0,7.0,196.0,19.0,437.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,4.0,ClasseComum,,,,,,,,636
35139774,,2012,ESC.PART.,ISAAC NEWTON ESCOLA,privada,particular,,,39.0,99.0,,502.0,ARTUR ALVIM,PENHA,PENHA,LESTE,,,,,,6.0,,96.0,,,,0.0,,25.0,44.0,27.0,61.0,0.0,25.0,96.0,71.0,0.0,96.0,2.0,1.0,2.0,0.0,0.0,56.0,34.0,57.0,0.0,0.0,5.0,147.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,,117.0,74.0,77.0,103.0,108.0,61.0,131.0,92.0,89.0,,,19.0,13.0,479.0,373.0,,,19.0,479.0,13.0,373.0,32.0,852.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ClasseComum,,,,,,,,1095
35157478,,2012,ESC.PART.,AUGUSTO SILVA COLEGIO,privada,particular,,,26.0,40.0,,505.0,ARTUR ALVIM,PENHA,PENHA,LESTE,,,,,4.0,4.0,41.0,64.0,,,4.0,4.0,23.0,27.0,42.0,9.0,21.0,27.0,54.0,78.0,51.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,33.0,40.0,51.0,46.0,46.0,50.0,54.0,63.0,45.0,,,10.0,9.0,216.0,212.0,,,10.0,216.0,9.0,212.0,19.0,428.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533
35435818,,2012,ESC.PART.,RAMA II COLEGIO,privada,particular,,,17.0,23.0,,505.0,ARTUR ALVIM,PENHA,PENHA,LESTE,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,0.0,40.0,42.0,33.0,0.0,0.0,6.0,115.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,7.0,,8.0,16.0,8.0,14.0,11.0,,,2.0,4.0,15.0,49.0,,,2.0,15.0,4.0,49.0,6.0,64.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,ClasseComum,,,,,,,,179
35296016,,2012,ESC.PART.,ALFA OMEGA COLEGIO,privada,particular,,,21.0,28.0,,502.0,ARTUR ALVIM,PENHA,PENHA,LESTE,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,1.0,1.0,0.0,0.0,10.0,10.0,5.0,0.0,0.0,3.0,25.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.0,7.0,8.0,7.0,5.0,5.0,7.0,9.0,,,5.0,4.0,27.0,26.0,,,5.0,27.0,4.0,26.0,9.0,53.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,ClasseComum,,,,,,,,78
35133401,,2012,ESC.PART.,SESI 415 CENTRO EDUCACIONAL,privada,particular,,,40.0,76.0,,505.0,ARTUR ALVIM,PENHA,PENHA,LESTE,,,,,,,,,,,,,,,,,27.0,,,,,,,1.0,1.0,1.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,3.0,96.0,,,,,,,3.0,4.0,,,,,,,,124.0,140.0,,,0.0,7.0,7.0,0.0,264.0,264.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,,,60.0,63.0,72.0,96.0,96.0,96.0,104.0,,,,,12.0,6.0,387.0,200.0,,,12.0,387.0,13.0,464.0,25.0,851.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947
35151385,,2012,ESC.PART.,PAN TERRA COLEGIO E PRE ESCOLA,privada,particular,,,37.0,66.0,,503.0,ARTUR ALVIM,PENHA,PENHA,LESTE,,,,,2.0,5.0,25.0,109.0,,,,0.0,12.0,29.0,60.0,33.0,42.0,12.0,41.0,122.0,93.0,0.0,134.0,2.0,2.0,2.0,0.0,0.0,61.0,55.0,56.0,0.0,0.0,6.0,172.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,71.0,85.0,55.0,50.0,60.0,84.0,88.0,88.0,88.0,,,12.0,12.0,321.0,348.0,,,12.0,321.0,12.0,348.0,24.0,669.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975
